step,episode,return,score,won,length,epsilon,loss
7507,552,-481.0,-470,0,11,0.762,0.19020
7519,553,-502.0,-490,0,12,0.762,0.20526
7531,554,-502.0,-490,0,12,0.762,0.09902
7543,555,-502.0,-490,0,12,0.761,0.09830
7555,556,-492.0,-480,0,12,0.761,0.10335
7571,557,-486.0,-470,0,16,0.760,0.11889
7581,558,-490.0,-480,0,10,0.760,0.03229
7591,559,-490.0,-480,0,10,0.760,0.05476
7602,560,-491.0,-480,0,11,0.759,0.07424
7649,561,-527.0,-480,0,47,0.758,0.10895
7661,562,-502.0,-490,0,12,0.757,0.15680
7673,563,-502.0,-490,0,12,0.757,0.07193
7683,564,-490.0,-480,0,10,0.757,0.10288
7706,565,-473.0,-450,0,23,0.756,0.13478
7718,566,-492.0,-480,0,12,0.756,0.17605
7730,567,-502.0,-490,0,12,0.755,0.23497
7740,568,-480.0,-470,0,10,0.755,0.10445
7751,569,-471.0,-460,0,11,0.755,0.23046
7762,570,-491.0,-480,0,11,0.754,0.11527
7772,571,-490.0,-480,0,10,0.754,0.04859
7783,572,-491.0,-480,0,11,0.754,0.07412
7794,573,-481.0,-470,0,11,0.753,0.11237
7807,574,-463.0,-450,0,13,0.753,0.02911
7819,575,-492.0,-480,0,12,0.752,0.12633
7837,576,-508.0,-490,0,18,0.752,0.06584
7848,577,-481.0,-470,0,11,0.751,0.10341
7873,578,-455.0,-430,0,25,0.751,0.13969
7896,579,-463.0,-440,0,23,0.750,0.12346
7907,580,-461.0,-450,0,11,0.750,0.18175
7918,581,-501.0,-490,0,11,0.749,0.07185
7938,582,-480.0,-460,0,20,0.749,0.10362
7950,583,-482.0,-470,0,12,0.748,0.13972
7960,584,-480.0,-470,0,10,0.748,0.08776
7970,585,-490.0,-480,0,10,0.748,0.12568
7982,586,-492.0,-480,0,12,0.747,0.09344
7994,587,-502.0,-490,0,12,0.747,0.16827
8005,588,-491.0,-480,0,11,0.747,0.22700
8018,589,-453.0,-440,0,13,0.746,0.35172
8029,590,-501.0,-490,0,11,0.746,0.23017
8040,591,-481.0,-470,0,11,0.745,0.25874
8050,592,-480.0,-470,0,10,0.745,0.44160
8060,593,-470.0,-460,0,10,0.745,0.22821
8071,594,-501.0,-490,0,11,0.744,0.11196
8095,595,-504.0,-480,0,24,0.744,0.13481
8107,596,-502.0,-490,0,12,0.743,0.17871
8119,597,-502.0,-490,0,12,0.743,0.13591
8137,598,-508.0,-490,0,18,0.742,0.10587
8166,599,-429.0,-400,0,29,0.741,0.17095
8174,600,-468.0,-460,0,8,0.741,0.10471
8187,601,-463.0,-450,0,13,0.741,0.25649
8204,602,-447.0,-430,0,17,0.740,0.14769
8215,603,-471.0,-460,0,11,0.740,0.16958
8222,604,-457.0,-450,0,7,0.740,0.20299
8234,605,-502.0,-490,0,12,0.739,0.08711
8246,606,-502.0,-490,0,12,0.739,0.11359
8256,607,-490.0,-480,0,10,0.739,0.17222
8281,608,-495.0,-470,0,25,0.738,0.15896
8294,609,-443.0,-430,0,13,0.737,0.08849
8309,610,-435.0,-420,0,15,0.737,0.09975
8334,611,-515.0,-490,0,25,0.736,0.19230
8388,612,-354.0,-300,0,54,0.734,0.15091
8400,613,-502.0,-490,0,12,0.734,0.16247
8412,614,-502.0,-490,0,12,0.734,0.10840
8423,615,-501.0,-490,0,11,0.733,0.16272
8442,616,-479.0,-460,0,19,0.733,0.13503
8454,617,-492.0,-480,0,12,0.732,0.16601
8465,618,-501.0,-490,0,11,0.732,0.07413
8477,619,-502.0,-490,0,12,0.732,0.11370
8489,620,-502.0,-490,0,12,0.731,0.10106
8500,621,-501.0,-490,0,11,0.731,0.15736
8510,622,-470.0,-460,0,10,0.731,0.04398
8525,623,-465.0,-450,0,15,0.730,0.12770
8537,624,-492.0,-480,0,12,0.730,0.11283
8548,625,-491.0,-480,0,11,0.729,0.05875
8559,626,-491.0,-480,0,11,0.729,0.21043
8571,627,-502.0,-490,0,12,0.729,0.24989
8577,628,-446.0,-440,0,6,0.728,0.23317
8594,629,-497.0,-480,0,17,0.728,0.17548
8606,630,-502.0,-490,0,12,0.727,0.24444
8617,631,-501.0,-490,0,11,0.727,0.08669
8628,632,-501.0,-490,0,11,0.727,0.08863
8639,633,-471.0,-460,0,11,0.726,0.10259
8651,634,-502.0,-490,0,12,0.726,0.19895
8689,635,-418.0,-380,0,38,0.725,0.10182
8701,636,-502.0,-490,0,12,0.724,0.04109
8712,637,-501.0,-490,0,11,0.724,0.18328
8737,638,-505.0,-480,0,25,0.723,0.11707
8758,639,-511.0,-490,0,21,0.723,0.14248
8770,640,-512.0,-500,0,12,0.722,0.07349
8782,641,-482.0,-470,0,12,0.722,0.10119
8794,642,-472.0,-460,0,12,0.722,0.11811
8806,643,-502.0,-490,0,12,0.721,0.26772
8816,644,-480.0,-470,0,10,0.721,0.15971
8828,645,-502.0,-490,0,12,0.720,0.06787
8849,646,-491.0,-470,0,21,0.720,0.08784
8861,647,-502.0,-490,0,12,0.719,0.03073
8872,648,-481.0,-470,0,11,0.719,0.14611
8924,649,-362.0,-310,0,52,0.717,0.13451
8943,650,-489.0,-470,0,19,0.717,0.09006
8954,651,-501.0,-490,0,11,0.716,0.14498
8965,652,-501.0,-490,0,11,0.716,0.15891
8976,653,-491.0,-480,0,11,0.716,0.10004
8987,654,-501.0,-490,0,11,0.715,0.07211
8999,655,-492.0,-480,0,12,0.715,0.11753
9013,656,-454.0,-440,0,14,0.715,0.21133
9030,657,-497.0,-480,0,17,0.714,0.27802
9041,658,-501.0,-490,0,11,0.714,0.31707
9053,659,-502.0,-490,0,12,0.713,0.14165
9063,660,-490.0,-480,0,10,0.713,0.07007
9074,661,-501.0,-490,0,11,0.713,0.26513
9086,662,-492.0,-480,0,12,0.712,0.28647
9098,663,-492.0,-480,0,12,0.712,0.21443
9108,664,-490.0,-480,0,10,0.712,0.21791
9119,665,-501.0,-490,0,11,0.711,0.18085
9136,666,-447.0,-430,0,17,0.711,0.16386
9153,667,-477.0,-460,0,17,0.710,0.15297
9169,668,-486.0,-470,0,16,0.710,0.14004
9181,669,-502.0,-490,0,12,0.709,0.17405
9193,670,-502.0,-490,0,12,0.709,0.15690
9204,671,-491.0,-480,0,11,0.709,0.12516
9233,672,-489.0,-460,0,29,0.708,0.15324
9247,673,-464.0,-450,0,14,0.707,0.31726
9257,674,-490.0,-480,0,10,0.707,0.16621
9269,675,-482.0,-470,0,12,0.706,0.16046
9281,676,-502.0,-490,0,12,0.706,0.09909
9302,677,-511.0,-490,0,21,0.705,0.23917
9314,678,-502.0,-490,0,12,0.705,0.05341
9325,679,-491.0,-480,0,11,0.705,0.16203
9343,680,-498.0,-480,0,18,0.704,0.06711
9364,681,-481.0,-460,0,21,0.703,0.18295
9376,682,-502.0,-490,0,12,0.703,0.23396
9387,683,-491.0,-480,0,11,0.703,0.16873
9399,684,-502.0,-490,0,12,0.702,0.13230
9416,685,-497.0,-480,0,17,0.702,0.15464
9427,686,-501.0,-490,0,11,0.701,0.12547
9439,687,-502.0,-490,0,12,0.701,0.17370
9450,688,-501.0,-490,0,11,0.701,0.18660
9464,689,-444.0,-430,0,14,0.700,0.12561
9476,690,-502.0,-490,0,12,0.700,0.10269
9497,691,-481.0,-460,0,21,0.699,0.12571
9508,692,-481.0,-470,0,11,0.699,0.18440
9520,693,-502.0,-490,0,12,0.699,0.14558
9534,694,-454.0,-440,0,14,0.698,0.05572
9546,695,-492.0,-480,0,12,0.698,0.22781
9563,696,-497.0,-480,0,17,0.697,0.13322
9575,697,-492.0,-480,0,12,0.697,0.15337
9587,698,-502.0,-490,0,12,0.696,0.12463
9612,699,-455.0,-430,0,25,0.696,0.09295
9629,700,-427.0,-410,0,17,0.695,0.06377
9678,701,-389.0,-340,0,49,0.694,0.13669
9688,702,-490.0,-480,0,10,0.693,0.08600
9705,703,-507.0,-490,0,17,0.693,0.23715
9716,704,-501.0,-490,0,11,0.692,0.21479
9724,705,-468.0,-460,0,8,0.692,0.17274
9735,706,-501.0,-490,0,11,0.692,0.14274
9746,707,-481.0,-470,0,11,0.691,0.10741
9758,708,-502.0,-490,0,12,0.691,0.06125
9769,709,-491.0,-480,0,11,0.691,0.09419
9781,710,-502.0,-490,0,12,0.690,0.12494
9797,711,-436.0,-420,0,16,0.690,0.09529
9806,712,-469.0,-460,0,9,0.689,0.11150
9818,713,-502.0,-490,0,12,0.689,0.12678
9834,714,-496.0,-480,0,16,0.689,0.22065
9842,715,-458.0,-450,0,8,0.688,0.13273
9860,716,-408.0,-390,0,18,0.688,0.20119
9871,717,-491.0,-480,0,11,0.687,0.09010
9889,718,-468.0,-450,0,18,0.687,0.11309
9914,719,-515.0,-490,0,25,0.686,0.16260
9926,720,-502.0,-490,0,12,0.686,0.15232
9935,721,-449.0,-440,0,9,0.685,0.10107
9955,722,-480.0,-460,0,20,0.685,0.17371
9967,723,-502.0,-490,0,12,0.684,0.07963
9985,724,-498.0,-480,0,18,0.684,0.06822
9996,725,-471.0,-460,0,11,0.683,0.16213
10008,726,-502.0,-490,0,12,0.683,0.22295
10019,727,-501.0,-490,0,11,0.683,0.34342
10097,728,-328.0,-250,0,78,0.680,0.26945
10108,729,-501.0,-490,0,11,0.680,0.19942
10119,730,-491.0,-480,0,11,0.680,0.14639
10145,731,-516.0,-490,0,26,0.679,0.14014
10155,732,-470.0,-460,0,10,0.678,0.08017
10167,733,-502.0,-490,0,12,0.678,0.18928
10177,734,-490.0,-480,0,10,0.678,0.09191
10188,735,-491.0,-480,0,11,0.677,0.11514
10202,736,-454.0,-440,0,14,0.677,0.20353
10228,737,-426.0,-400,0,26,0.676,0.15376
10239,738,-481.0,-470,0,11,0.676,0.17855
10249,739,-490.0,-480,0,10,0.675,0.21285
10258,740,-469.0,-460,0,9,0.675,0.05288
10269,741,-491.0,-480,0,11,0.675,0.15839
10285,742,-486.0,-470,0,16,0.674,0.13949
10310,743,-505.0,-480,0,25,0.674,0.17461
10321,744,-501.0,-490,0,11,0.673,0.14362
10332,745,-491.0,-480,0,11,0.673,0.16998
10357,746,-415.0,-390,0,25,0.672,0.18483
10369,747,-452.0,-440,0,12,0.672,0.13041
10380,748,-491.0,-480,0,11,0.671,0.09492
10391,749,-501.0,-490,0,11,0.671,0.20092
10400,750,-469.0,-460,0,9,0.671,0.21522
10409,751,-469.0,-460,0,9,0.670,0.27780
10419,752,-480.0,-470,0,10,0.670,0.12357
10428,753,-449.0,-440,0,9,0.670,0.12267
10441,754,-453.0,-440,0,13,0.669,0.13601
10451,755,-460.0,-450,0,10,0.669,0.15026
10494,756,-353.0,-310,0,43,0.668,0.11720
10506,757,-472.0,-460,0,12,0.667,0.11007
10516,758,-490.0,-480,0,10,0.667,0.13526
10532,759,-436.0,-420,0,16,0.666,0.07402
10542,760,-490.0,-480,0,10,0.666,0.09455
10552,761,-490.0,-480,0,10,0.666,0.09078
10564,762,-482.0,-470,0,12,0.665,0.07288
10573,763,-469.0,-460,0,9,0.665,0.34239
10595,764,-412.0,-390,0,22,0.664,0.08642
10605,765,-480.0,-470,0,10,0.664,0.07380
10614,766,-449.0,-440,0,9,0.664,0.27953
10640,767,-406.0,-380,0,26,0.663,0.17166
10650,768,-480.0,-470,0,10,0.663,0.02613
10660,769,-490.0,-480,0,10,0.662,0.15329
10673,770,-463.0,-450,0,13,0.662,0.13871
10691,771,-508.0,-490,0,18,0.661,0.10572
10702,772,-501.0,-490,0,11,0.661,0.10724
10712,773,-490.0,-480,0,10,0.661,0.08206
10724,774,-452.0,-440,0,12,0.660,0.19421
10743,775,-439.0,-420,0,19,0.660,0.13417
10764,776,-511.0,-490,0,21,0.659,0.13632
10773,777,-479.0,-470,0,9,0.659,0.17752
10804,778,-471.0,-440,0,31,0.658,0.11578
10818,779,-454.0,-440,0,14,0.657,0.11718
10831,780,-463.0,-450,0,13,0.657,0.18825
10852,781,-441.0,-420,0,21,0.656,0.14535
10875,782,-473.0,-450,0,23,0.656,0.16184
10885,783,-490.0,-480,0,10,0.655,0.26698
10896,784,-481.0,-470,0,11,0.655,0.14562
10907,785,-481.0,-470,0,11,0.655,0.15514
10914,786,-447.0,-440,0,7,0.654,0.17513
10926,787,-502.0,-490,0,12,0.654,0.22127
10937,788,-501.0,-490,0,11,0.654,0.12041
10953,789,-486.0,-470,0,16,0.653,0.06888
10963,790,-490.0,-480,0,10,0.653,0.06406
10974,791,-501.0,-490,0,11,0.652,0.10596
10991,792,-497.0,-480,0,17,0.652,0.08979
11002,793,-501.0,-490,0,11,0.652,0.20934
11013,794,-491.0,-480,0,11,0.651,0.42428
11023,795,-490.0,-480,0,10,0.651,0.28975
11034,796,-491.0,-480,0,11,0.651,0.38512
11045,797,-461.0,-450,0,11,0.650,0.53044
11053,798,-468.0,-460,0,8,0.650,0.31534
11065,799,-492.0,-480,0,12,0.650,0.18633
11085,800,-460.0,-440,0,20,0.649,0.28547
11097,801,-502.0,-490,0,12,0.649,0.26325
11108,802,-501.0,-490,0,11,0.648,0.21048
11118,803,-490.0,-480,0,10,0.648,0.20142
11135,804,-457.0,-440,0,17,0.647,0.15313
11147,805,-502.0,-490,0,12,0.647,0.14868
11160,806,-443.0,-430,0,13,0.647,0.22147
11170,807,-470.0,-460,0,10,0.646,0.08907
11180,808,-480.0,-470,0,10,0.646,0.34406
11190,809,-450.0,-440,0,10,0.646,0.19973
11209,810,-439.0,-420,0,19,0.645,0.12501
11222,811,-443.0,-430,0,13,0.645,0.17741
11233,812,-471.0,-460,0,11,0.644,0.15221
11243,813,-480.0,-470,0,10,0.644,0.28874
11263,814,-480.0,-460,0,20,0.643,0.19996
11272,815,-479.0,-470,0,9,0.643,0.14245
11283,816,-491.0,-480,0,11,0.643,0.11034
11292,817,-469.0,-460,0,9,0.642,0.09225
11302,818,-490.0,-480,0,10,0.642,0.15152
11318,819,-476.0,-460,0,16,0.642,0.12910
11337,820,-439.0,-420,0,19,0.641,0.27588
11349,821,-472.0,-460,0,12,0.641,0.17298
11359,822,-490.0,-480,0,10,0.640,0.28841
11380,823,-451.0,-430,0,21,0.640,0.26918
11390,824,-490.0,-480,0,10,0.639,0.43621
11405,825,-475.0,-460,0,15,0.639,0.17401
11414,826,-449.0,-440,0,9,0.639,0.17741
11432,827,-418.0,-400,0,18,0.638,0.14629
11448,828,-436.0,-420,0,16,0.637,0.20148
11459,829,-481.0,-470,0,11,0.637,0.27731
11488,830,-389.0,-360,0,29,0.636,0.16791
11498,831,-490.0,-480,0,10,0.636,0.27592
11510,832,-502.0,-490,0,12,0.636,0.14417
11523,833,-463.0,-450,0,13,0.635,0.19660
11555,834,-452.0,-420,0,32,0.634,0.10399
11571,835,-486.0,-470,0,16,0.634,0.14639
11579,836,-458.0,-450,0,8,0.633,0.31270
11589,837,-490.0,-480,0,10,0.633,0.15177
11601,838,-502.0,-490,0,12,0.633,0.06192
11612,839,-481.0,-470,0,11,0.632,0.25164
11625,840,-443.0,-430,0,13,0.632,0.18055
11636,841,-461.0,-450,0,11,0.632,0.12860
11646,842,-490.0,-480,0,10,0.631,0.11003
11712,843,-376.0,-310,0,66,0.629,0.19458
11720,844,-458.0,-450,0,8,0.629,0.19840
11731,845,-481.0,-470,0,11,0.629,0.11433
11742,846,-501.0,-490,0,11,0.628,0.19462
11753,847,-481.0,-470,0,11,0.628,0.14022
11764,848,-471.0,-460,0,11,0.627,0.10557
11779,849,-435.0,-420,0,15,0.627,0.28590
11845,850,-416.0,-350,0,66,0.625,0.16299
11903,851,-378.0,-320,0,58,0.623,0.17585
11916,852,-453.0,-440,0,13,0.623,0.16032
11925,853,-479.0,-470,0,9,0.622,0.26467
11934,854,-449.0,-440,0,9,0.622,0.32746
11942,855,-468.0,-460,0,8,0.622,0.11380
11952,856,-490.0,-480,0,10,0.622,0.15351
11962,857,-490.0,-480,0,10,0.621,0.10798
11976,858,-444.0,-430,0,14,0.621,0.19384
11985,859,-449.0,-440,0,9,0.620,0.14644
11997,860,-432.0,-420,0,12,0.620,0.17670
12004,861,-457.0,-450,0,7,0.620,0.27833
12016,862,-472.0,-460,0,12,0.619,0.26341
12027,863,-491.0,-480,0,11,0.619,0.31968
12037,864,-480.0,-470,0,10,0.619,0.34860
12047,865,-480.0,-470,0,10,0.619,0.15757
12068,866,-511.0,-490,0,21,0.618,0.28539
12078,867,-480.0,-470,0,10,0.618,0.39640
12099,868,-431.0,-410,0,21,0.617,0.24537
12128,869,-439.0,-410,0,29,0.616,0.29092
12144,870,-486.0,-470,0,16,0.615,0.22332
12157,871,-453.0,-440,0,13,0.615,0.25181
12167,872,-460.0,-450,0,10,0.615,0.26463
12177,873,-480.0,-470,0,10,0.614,0.18104
12184,874,-457.0,-450,0,7,0.614,0.21313
12196,875,-442.0,-430,0,12,0.614,0.18419
12216,876,-490.0,-470,0,20,0.613,0.19571
12227,877,-501.0,-490,0,11,0.613,0.15780
12310,878,-283.0,-200,0,83,0.610,0.20879
12323,879,-453.0,-440,0,13,0.610,0.19172
12336,880,-463.0,-450,0,13,0.609,0.12200
12345,881,-459.0,-450,0,9,0.609,0.12052
12355,882,-490.0,-480,0,10,0.609,0.07668
12381,883,-426.0,-400,0,26,0.608,0.21198
12397,884,-436.0,-420,0,16,0.607,0.24589
12406,885,-469.0,-460,0,9,0.607,0.42163
12415,886,-469.0,-460,0,9,0.607,0.18436
12428,887,-463.0,-450,0,13,0.606,0.20129
12443,888,-435.0,-420,0,15,0.606,0.28877
12454,889,-471.0,-460,0,11,0.606,0.17209
12464,890,-470.0,-460,0,10,0.605,0.30843
12472,891,-468.0,-460,0,8,0.605,0.30590
12483,892,-471.0,-460,0,11,0.605,0.13946
12509,893,-446.0,-420,0,26,0.604,0.15096
12518,894,-469.0,-460,0,9,0.604,0.12718
12526,895,-458.0,-450,0,8,0.603,0.24294
12551,896,-435.0,-410,0,25,0.603,0.20429
12561,897,-450.0,-440,0,10,0.602,0.31093
12569,898,-468.0,-460,0,8,0.602,0.15471
12589,899,-430.0,-410,0,20,0.601,0.17612
12603,900,-444.0,-430,0,14,0.601,0.16352
12614,901,-481.0,-470,0,11,0.601,0.14473
12630,902,-436.0,-420,0,16,0.600,0.08750
12641,903,-471.0,-460,0,11,0.600,0.15021
12653,904,-492.0,-480,0,12,0.599,0.26962
12667,905,-444.0,-430,0,14,0.599,0.22539
12695,906,-428.0,-400,0,28,0.598,0.23271
12708,907,-453.0,-440,0,13,0.598,0.18801
12720,908,-502.0,-490,0,12,0.597,0.18795
12727,909,-457.0,-450,0,7,0.597,0.15327
12733,910,-446.0,-440,0,6,0.597,0.34429
12757,911,-484.0,-460,0,24,0.596,0.27990
12768,912,-481.0,-470,0,11,0.596,0.15107
12779,913,-481.0,-470,0,11,0.595,0.07736
12790,914,-461.0,-450,0,11,0.595,0.23275
12799,915,-479.0,-470,0,9,0.595,0.10268
12820,916,-451.0,-430,0,21,0.594,0.24007
12882,917,-232.0,-170,0,62,0.592,0.20660
12894,918,-502.0,-490,0,12,0.592,0.25792
12907,919,-463.0,-450,0,13,0.591,0.14036
12929,920,-462.0,-440,0,22,0.591,0.25089
12939,921,-490.0,-480,0,10,0.590,0.20249
12952,922,-463.0,-450,0,13,0.590,0.18706
12967,923,-435.0,-420,0,15,0.589,0.10979
12974,924,-457.0,-450,0,7,0.589,0.31732
12983,925,-469.0,-460,0,9,0.589,0.15620
13002,926,-439.0,-420,0,19,0.588,0.18388
13016,927,-444.0,-430,0,14,0.588,0.29627
13025,928,-459.0,-450,0,9,0.588,0.29805
13035,929,-480.0,-470,0,10,0.587,0.34501
13051,930,-456.0,-440,0,16,0.587,0.24582
13061,931,-450.0,-440,0,10,0.586,0.20559
13070,932,-469.0,-460,0,9,0.586,0.20225
13111,933,-401.0,-360,0,41,0.585,0.25263
13122,934,-471.0,-460,0,11,0.584,0.07993
13142,935,-490.0,-470,0,20,0.584,0.18581
13150,936,-468.0,-460,0,8,0.584,0.27341
13172,937,-432.0,-410,0,22,0.583,0.18764
13186,938,-444.0,-430,0,14,0.582,0.23434
13196,939,-490.0,-480,0,10,0.582,0.13641
13212,940,-426.0,-410,0,16,0.582,0.24837
13226,941,-424.0,-410,0,14,0.581,0.26346
13239,942,-463.0,-450,0,13,0.581,0.21403
13248,943,-479.0,-470,0,9,0.580,0.15952
13265,944,-457.0,-440,0,17,0.580,0.24469
13280,945,-465.0,-450,0,15,0.579,0.15519
13309,946,-449.0,-420,0,29,0.579,0.15859
13368,947,-389.0,-330,0,59,0.577,0.18024
13377,948,-469.0,-460,0,9,0.576,0.16940
13389,949,-432.0,-420,0,12,0.576,0.29923
13399,950,-490.0,-480,0,10,0.576,0.25885
13408,951,-459.0,-450,0,9,0.575,0.14501
13431,952,-463.0,-440,0,23,0.575,0.12720
13446,953,-435.0,-420,0,15,0.574,0.13258
13456,954,-440.0,-430,0,10,0.574,0.09378
13471,955,-435.0,-420,0,15,0.573,0.15031
13481,956,-440.0,-430,0,10,0.573,0.17908
13491,957,-490.0,-480,0,10,0.573,0.17727
13505,958,-444.0,-430,0,14,0.572,0.21279
13516,959,-501.0,-490,0,11,0.572,0.17641
13560,960,-334.0,-290,0,44,0.571,0.21130
13570,961,-490.0,-480,0,10,0.570,0.19675
13583,962,-463.0,-450,0,13,0.570,0.31054
13596,963,-453.0,-440,0,13,0.569,0.18830
13612,964,-436.0,-420,0,16,0.569,0.17767
13626,965,-454.0,-440,0,14,0.569,0.25306
13637,966,-441.0,-430,0,11,0.568,0.08475
13653,967,-426.0,-410,0,16,0.568,0.18889
13670,968,-407.0,-390,0,17,0.567,0.23134
13683,969,-453.0,-440,0,13,0.567,0.17165
13700,970,-467.0,-450,0,17,0.566,0.20020
13717,971,-427.0,-410,0,17,0.566,0.29572
13737,972,-410.0,-390,0,20,0.565,0.13036
13752,973,-435.0,-420,0,15,0.565,0.20199
13763,974,-491.0,-480,0,11,0.564,0.14309
13783,975,-460.0,-440,0,20,0.564,0.17334
13794,976,-441.0,-430,0,11,0.563,0.14879
13808,977,-454.0,-440,0,14,0.563,0.34360
13823,978,-435.0,-420,0,15,0.562,0.14301
13832,979,-449.0,-440,0,9,0.562,0.17027
13845,980,-443.0,-430,0,13,0.562,0.09806
13863,981,-418.0,-400,0,18,0.561,0.20014
13875,982,-492.0,-480,0,12,0.561,0.23807
13888,983,-463.0,-450,0,13,0.560,0.15731
13902,984,-444.0,-430,0,14,0.560,0.28461
13929,985,-377.0,-350,0,27,0.559,0.13873
13942,986,-453.0,-440,0,13,0.559,0.22713
13954,987,-502.0,-490,0,12,0.558,0.32183
13967,988,-453.0,-440,0,13,0.558,0.17951
13978,989,-501.0,-490,0,11,0.557,0.10724
14000,990,-432.0,-410,0,22,0.557,0.18223
14013,991,-463.0,-450,0,13,0.556,0.36348
14027,992,-414.0,-400,0,14,0.556,0.46120
14056,993,-369.0,-340,0,29,0.555,0.32423
14071,994,-445.0,-430,0,15,0.554,0.33429
14084,995,-423.0,-410,0,13,0.554,0.27052
14096,996,-452.0,-440,0,12,0.554,0.27298
14106,997,-490.0,-480,0,10,0.553,0.26678
14117,998,-471.0,-460,0,11,0.553,0.48272
14124,999,-457.0,-450,0,7,0.553,0.10997
14134,1000,-480.0,-470,0,10,0.552,0.17566
14151,1001,-447.0,-430,0,17,0.552,0.20177
14168,1002,-387.0,-370,0,17,0.551,0.20291
14210,1003,-332.0,-290,0,42,0.550,0.18494
14224,1004,-454.0,-440,0,14,0.550,0.22122
14237,1005,-463.0,-450,0,13,0.549,0.09677
14257,1006,-440.0,-420,0,20,0.549,0.16377
14279,1007,-402.0,-380,0,22,0.548,0.21130
14293,1008,-444.0,-430,0,14,0.547,0.21869
14321,1009,-438.0,-410,0,28,0.547,0.21473
14341,1010,-450.0,-430,0,20,0.546,0.20621
14361,1011,-440.0,-420,0,20,0.545,0.12673
14383,1012,-432.0,-410,0,22,0.545,0.24552
14394,1013,-471.0,-460,0,11,0.544,0.10342
14425,1014,-451.0,-420,0,31,0.543,0.15570
14436,1015,-491.0,-480,0,11,0.543,0.21915
14446,1016,-490.0,-480,0,10,0.543,0.16112
14453,1017,-447.0,-440,0,7,0.542,0.39707
14472,1018,-439.0,-420,0,19,0.542,0.35756
14485,1019,-463.0,-450,0,13,0.541,0.24274
14498,1020,-453.0,-440,0,13,0.541,0.23734
14513,1021,-435.0,-420,0,15,0.540,0.15086
14525,1022,-472.0,-460,0,12,0.540,0.17821
14538,1023,-443.0,-430,0,13,0.540,0.22989
14550,1024,-432.0,-420,0,12,0.539,0.37318
14566,1025,-426.0,-410,0,16,0.539,0.17521
14575,1026,-479.0,-470,0,9,0.538,0.09682
14588,1027,-453.0,-440,0,13,0.538,0.10881
14601,1028,-463.0,-450,0,13,0.538,0.28698
14611,1029,-440.0,-430,0,10,0.537,0.42695
14627,1030,-436.0,-420,0,16,0.537,0.22455
14652,1031,-435.0,-410,0,25,0.536,0.16362
14689,1032,-397.0,-360,0,37,0.535,0.17027
14700,1033,-461.0,-450,0,11,0.534,0.12975
14744,1034,-394.0,-350,0,44,0.533,0.14618
14766,1035,-432.0,-410,0,22,0.532,0.11420
14780,1036,-454.0,-440,0,14,0.532,0.21993
14791,1037,-481.0,-470,0,11,0.532,0.27855
14804,1038,-443.0,-430,0,13,0.531,0.13874
14820,1039,-436.0,-420,0,16,0.531,0.20628
14830,1040,-490.0,-480,0,10,0.530,0.30490
14847,1041,-457.0,-440,0,17,0.530,0.13615
14858,1042,-481.0,-470,0,11,0.529,0.14075
14867,1043,-459.0,-450,0,9,0.529,0.05481
14876,1044,-459.0,-450,0,9,0.529,0.21769
14894,1045,-438.0,-420,0,18,0.528,0.17688
14940,1046,-316.0,-270,0,46,0.527,0.17394
14949,1047,-469.0,-460,0,9,0.527,0.15988
14970,1048,-411.0,-390,0,21,0.526,0.22951
14984,1049,-414.0,-400,0,14,0.526,0.20316
14996,1050,-442.0,-430,0,12,0.525,0.28277
15011,1051,-445.0,-430,0,15,0.525,0.31978
15030,1052,-399.0,-380,0,19,0.524,0.20000
15093,1053,-293.0,-230,0,63,0.522,0.25560
15104,1054,-441.0,-430,0,11,0.522,0.15309
15113,1055,-459.0,-450,0,9,0.521,0.19393
15129,1056,-436.0,-420,0,16,0.521,0.28893
15142,1057,-463.0,-450,0,13,0.521,0.25923
15172,1058,-440.0,-410,0,30,0.520,0.26163
15182,1059,-480.0,-470,0,10,0.519,0.25865
15196,1060,-454.0,-440,0,14,0.519,0.35788
15209,1061,-443.0,-430,0,13,0.518,0.19316
15223,1062,-454.0,-440,0,14,0.518,0.33446
15269,1063,-366.0,-320,0,46,0.516,0.21033
15285,1064,-406.0,-390,0,16,0.516,0.15633
15292,1065,-457.0,-450,0,7,0.516,0.17259
15310,1066,-478.0,-460,0,18,0.515,0.23527
15327,1067,-417.0,-400,0,17,0.515,0.12601
15340,1068,-453.0,-440,0,13,0.514,0.19004
15350,1069,-450.0,-440,0,10,0.514,0.19622
15365,1070,-445.0,-430,0,15,0.513,0.16823
15404,1071,-389.0,-350,0,39,0.512,0.18309
15454,1072,-220.0,-170,0,50,0.511,0.18717
15467,1073,-463.0,-450,0,13,0.510,0.30203
15540,1074,-403.0,-330,0,73,0.508,0.16627
15552,1075,-492.0,-480,0,12,0.508,0.14978
15562,1076,-490.0,-480,0,10,0.507,0.16931
15580,1077,-418.0,-400,0,18,0.507,0.22231
15587,1078,-447.0,-440,0,7,0.506,0.03482
15623,1079,-356.0,-320,0,36,0.505,0.16693
15637,1080,-454.0,-440,0,14,0.505,0.10228
15659,1081,-422.0,-400,0,22,0.504,0.13190
15672,1082,-403.0,-390,0,13,0.504,0.17948
15679,1083,-457.0,-450,0,7,0.503,0.19333
15725,1084,-386.0,-340,0,46,0.502,0.24487
15733,1085,-448.0,-440,0,8,0.502,0.12315
